source,hash,etag,last_modified,last_checked,failed_attempts,domains,file_size,filename,last_updated,serial_counter
https://big.oisd.nl/,0977e21b739aa82534376a97eb484fd871752909a18a4e0e24031e9628fae495,"""6a6dc600-779292""","Sat, 01 Aug 2026 10:10:08 GMT",2026-08-01T11:14:24Z,0,663276,19191.869140625,misc_oisd_big_list.rpz,2026-08-01T11:14:31Z,5523
https://gitlab.com/quidsup/notrack-blocklists/raw/master/notrack-malware.txt,5fadaef7f3c3d10ee4341c16fec56db4b038ed96dba2cb3265db8826089997ec,"""ff362c9c50bab98f7b3533db59f99da0""",2026-06-16T15:07:11Z,2026-06-16T15:07:11Z,0,246,6.734375,malware_notrack.rpz,2026-06-16T15:07:11Z,9
https://hostfiles.frogeye.fr/firstparty-trackers-hosts.txt,be18be0b83f95b55fc680c1f3a82aa25d63291965b31c364c775d55f0bd8c223,"""6a663f08-73fff""","Sun, 26 Jul 2026 17:08:24 GMT",2026-07-26T18:01:09Z,0,29298,956.2900390625,tracking_frogeye_firstparty.rpz,2026-07-26T18:01:12Z,78
https://lists.cyberhost.uk/malware.txt,396941e12b84d630d24766a1dca7473d78405c25ed4fda00b99e96f522c58327,"""5645664693ea5001ab41f60e93a969a8""","Sat, 01 Aug 2026 11:11:06 GMT",2026-08-01T11:14:18Z,0,130334,6526.1572265625,malware_cyberhost.rpz,2026-08-01T11:14:20Z,1308
https://malware-filter.gitlab.io/malware-filter/urlhaus-filter-hosts-online.txt,cfcdd40004e984f6337aa816e8dd7b68aea352be9a001f3ff865e289a8b417f9,"""3d1982d851080fbaafb632f50bd4db280213361d7f3d3464df6ebe716bc8c39c""","Sat, 01 Aug 2026 00:31:53 GMT",2026-08-01T03:40:35Z,0,976,29.1630859375,malware_malware-filter-urlhaus-lite.rpz,2026-08-01T03:40:36Z,772
https://nsfw-small.oisd.nl,4808a8a33f2658f037e45e6cffbbad28d87f6ea27739a94de33edf349d96f98b,"""6a6dd234-5a8a7""","Sat, 01 Aug 2026 11:02:12 GMT",2026-08-01T11:14:41Z,0,42188,971.6669921875,misc_nsfw_small_oisd.rpz,2026-08-01T11:14:43Z,4332
https://nsfw.oisd.nl,5fd700188780fef63e8f56d3b9bac4599baf4fa25cdbe374d7446bf87d5ce9ca,"""6a6dd218-9ef34a""","Sat, 01 Aug 2026 11:01:44 GMT",2026-08-01T11:14:31Z,0,994578,26173.3896484375,misc_nsfw_oisd.rpz,2026-08-01T11:14:40Z,5582
https://raw.githubusercontent.com/AssoEchap/stalkerware-indicators/master/generated/hosts,6e8928e0dc37b9fcf9c16ceda3c55d717dfc816b1d491becbf58cb71a5b734c8,"""bbcd11ce3a25907c1f7681f21d3904022bd3ddac0ad5ba5785ef6bcf3edf5ecd""",2026-06-21T22:12:56Z,2026-06-21T22:12:55Z,0,1850,55.2021484375,misc_stalkerware.rpz,2026-06-21T22:12:56Z,5
https://raw.githubusercontent.com/DandelionSprout/adfilt/master/Alternate%20versions%20Anti-Malware%20List/AntiMalwareHosts.txt,29364f81596156e8215752e9f94417e9e3c4047065d2fa6f107c29df7ceb7db6,"""3c4174c8e879e203f0833583955269ca80ac3665e1a373af3bb8f13a42056435""",2026-07-09T10:22:23Z,2026-07-09T10:22:23Z,0,23464,682.44921875,malware_adfilt.rpz,2026-07-09T10:22:23Z,37
https://raw.githubusercontent.com/FadeMind/hosts.extras/master/UncheckyAds/hosts,c60b7ee16362fa5848bd257a14854b240e793735a2310669f2f889f391a00d70,"""9c443c359200c7d023caff7ec5be8202fd9b7c388b0acd7acc19fe4192090191""",2025-07-01T16:53:41Z,2025-07-01T16:53:41Z,0,9,1.2275390625,ads_fademind_uncheckyads.rpz,2025-07-01T16:53:41Z,1
https://raw.githubusercontent.com/FadeMind/hosts.extras/master/add.2o7Net/hosts,5d9353a1294c0c12fb6caa7c9178224ae601f59a159ea5e4677da6b36208c876,"""2ebc14780be40efdb135981a6e0e7e67c6c5091c762a007a83eeb45b3d30baaf""",2025-07-01T16:54:20Z,2025-07-01T16:54:20Z,0,2030,133.794921875,tracking_fademind_2o7net.rpz,2025-07-01T16:54:20Z,1
https://raw.githubusercontent.com/FadeMind/hosts.extras/master/add.Risk/hosts,baedee79b7a3b9e1825080f4daf42a7d9dc37eda03a4381b332b7ef807129b0e,"""017265ef539060dcda414ab905a416f60d8cba8189498b37a08329120a84a1a3""",2025-07-01T16:53:51Z,2026-04-20T14:48:04Z,1,2189,118.53125,malware_fademind_risk.rpz,2025-07-01T16:53:51Z,1
https://raw.githubusercontent.com/FadeMind/hosts.extras/master/add.Spam/hosts,5e925892954443b0b0dcbfc26926d2f48e86034935887aad75a9aaaa0a8eeccc,"""0c4642d693ab1369c13f886c7c6f085383968423fd94f01c95e1d7bf413e5bb6""",2025-07-01T16:53:51Z,2026-04-20T14:48:04Z,1,57,3.95703125,malware_fademind_spam.rpz,2025-07-01T16:53:51Z,1
